CHEMICAL NAME,CAS No.,RTECS No.
Phosphaniline,638-21-1,SZ2100000
Phosphine*,7803-51-2,SY7525000
Phosphorated hydrogen,7803-51-2,SY7525000
Phosphoric acid*,7664-38-2,TB6300000
Phosphoric acid (aqueous),7664-38-2,TB6300000
Phosphoric chloride,10026-13-8,TB6125000
Phosphorus (yellow)*,7723-14-0,TH3500000
Phosphorus chloride [Phosphorus oxychloride],10025-87-3,TH4897000
Phosphorus chloride [Phosphorus trichloride],7719-12-2,TH3675000
Phosphorus hydride,7803-51-2,SY7525000
Phosphorus oxychloride*,10025-87-3,TH4897000
Phosphorus oxytrichloride,10025-87-3,TH4897000
Phosphorus pentachloride*,10026-13-8,TB6125000
Phosphorus pentasulfide*,1314-80-3,TH4375000
Phosphorus perchloride,10026-13-8,TB6125000
Phosphorus persulfide,1314-80-3,TH4375000
Phosphorus sulfide,1314-80-3,TH4375000
Phosphorus trichloride*,7719-12-2,TH3675000
Phosphorus trihydride,7803-51-2,SY7525000
Phosphoryl chloride,10025-87-3,TH4897000
Phthalic acid anhydride,85-44-9,TI3150000
Phthalic anhydride*,85-44-9,TI3150000
Picloram*,1918-02-1,TJ7525000
Picric acid*,88-89-1,TJ7875000
Pimelic ketone,108-94-1,GW1050000
Pindone*,83-26-1,NK6300000
Piperazine dihydrochloride*,142-64-3,TL4025000
Piperazine hydrochloride,142-64-3,TL4025000
Pival®,83-26-1,NK6300000
Pivalyl,83-26-1,NK6300000
Plaster of Paris*,26499-65-0,TP0700000
Platinum*,7440-06-4,TP2160000
"Platinum (soluble salts, as Pt)*",,
Platinum black,7440-06-4,TP2160000
Platinum metal,7440-06-4,TP2160000
Platinum sponge,7440-06-4,TP2160000
Plumbago,7782-42-5,MD9659600
Plumbum,7439-92-1,OF7525000
PMM,594-42-3,PB0370000
PNA,100-01-6,BY7000000
PNB,92-93-3,DV5600000
PNCB,100-00-5,CZ1050000
PNOR,,
Polychlorinated biphenyl [Chlorodiphenyl (42% chlorine)],53469-21-9,TQ1356000
Polychlorinated biphenyl [Chlorodiphenyl (54% chlorine)],11097-69-1,TQ1360000
Polychlorocamphene,8001-35-2,XW5250000
Porcelain clay,1332-58-7,GF1670500
Portland cement*,65997-15-1,VV8770000
Portland cement silicate,65997-15-1,VV8770000
Potassium cyanide (as CN)*,151-50-8,TS8750000
Potassium hydrate,1310-58-3,TT2100000
Potassium hydroxide*,1310-58-3,TT2100000
Potassium salt of hydrocyanic acid,151-50-8,TS8750000
p-Phenylene diamine*,106-50-3,SS8050000
p-Phenylnitrobenzene,92-93-3,DV5600000
Precipitated amorphous silica,7631-86-9,VV7310000
Primary amyl acetate,628-63-7,AJ1925000
Primary isoamyl alcohol,123-51-3,EL5425000
Propadiene-methyl acetylene,59355-75-8,UK4920000
Propane*,74-98-6,TX2275000
Propane sultone*,1120-71-4,RP5425000
Propane-1-thiol,107-03-9,TZ7300000
Propanedial,542-78-9,TX6475000
Propanenitrile,107-12-0,UF9625000
Propanoic acid,79-09-4,UE5950000
Propargyl alcohol*,107-19-7,UK5075000
Propellant 12,75-71-8,PA8200000
Propenal,107-02-8,AS1050000
Propenamide,79-06-1,AS3325000
Propene oxide,75-56-9,TZ2975000
Propenenitrile,107-13-1,AT5250000
Propenol,107-18-6,BA5075000
Propine,74-99-7,UK4250000
Propione,96-22-0,SA8050000
Propionic acid*,79-09-4,UE5950000
Propionic nitrile,107-12-0,UF9625000
Propionitrile*,107-12-0,UF9625000
Propiononitrile,107-12-0,UF9625000
Propoxur*,114-26-1,FC3150000
Propyl alcohol,71-23-8,UH8225000
Propyl allyl disulfide,2179-59-1,JO0350000
Propyl cyanide,109-74-0,ET8750000
Propyl ester of nitric acid,627-13-4,UK0350000
Propyl hydride,74-98-6,TX2275000
Propyl ketone,123-19-3,MJ5600000
Propyl mercaptan,107-03-9,TZ7300000
Propylacetate,109-60-4,AJ3675000
Propylene aldehyde,4170-30-3,GP9499000
Propylene dichloride*,78-87-5,TX9625000
Propylene glycol dinitrate*,6423-43-4,TY6300000
Propylene glycol methyl ether,107-98-2,UB7700000
Propylene glycol monoacrylate,999-61-1,AT1925000
Propylene glycol monomethyl ether*,107-98-2,UB7700000
"Propylene glycol-1,2-dinitrate",6423-43-4,TY6300000
Propylene imine*,75-55-8,CM8050000
Propylene imine (inhibited),75-55-8,CM8050000
Propylene oxide*,75-56-9,TZ2975000
Propyleneimine,75-55-8,CM8050000
Propylenimine,75-55-8,CM8050000
Propyne,74-99-7,UK4250000
Propyne-allene mixture,59355-75-8,UK4920000
Propyne-propadiene mixture,59355-75-8,UK4920000
Proteolytic enzymes,1395-21-7 (BPN)9014-01-1 (Carlsburg),"CO9450000 (BPN),CO9550000 (Carlsburg)"
Prussic acid,74-90-8,MW6825000
Pseudocumene,95-63-6,DC3325000
psi-Cumene,95-63-6,DC3325000
pyrene,65996-93-2,GF8655000
Pyrethrin I or II,8003-34-7,UR4200000
Pyrethrum*,8003-34-7,UR4200000
Pyrethrum I or II,8003-34-7,UR4200000
Pyridine*,110-86-1,UR8400000
Pyrocatechol,120-80-9,UX1050000
Pyrocellulose,9004-34-6,FJ5691460
Pyroligneous spirit,67-56-1,PC1400000
Pyrophosphate,7722-88-5,UX7350000
sec-Propyl alcohol,67-63-0,NT8050000
p-Quinone,106-51-4,DK2625000
Quartz,14808-60-7,VV7330000
Quick lime,1305-78-8,EW3100000
Quicksilver,7439-97-6 (metal),OV4550000 (metal)
Quinol,123-31-9,MX3500000
Quinone*,106-51-4,DK2625000
Range oil,8008-20-6,OA5500000
Raw cotton dust,,GN2275000
RDX,121-82-4,XY9450000
Red fuming nitric acid,7697-37-2,QU5775000
Red iron oxide,1309-37-1,NO7400000
Red oxide,1309-37-1,NO7400000
Reduced MDI,5124-30-1,NQ9250000
Refined solvent naphtha,8032-32-4,OI6180000
Refrigerant 11,75-69-4,PB6125000
Refrigerant 112,76-12-0,KI1420000
Refrigerant 112a,76-11-9,KI1425000
Refrigerant 113,76-13-1,KJ4000000
Refrigerant 114,76-14-2,KI1101000
Refrigerant 12,75-71-8,PA8200000
Refrigerant 13B1,75-63-8,PA5425000
Refrigerant 21,75-43-4,PA8400000
Refrigerant 22,75-45-6,PA6390000
Resorcinol*,108-46-3,VG9625000
RFNA,7697-37-2,QU5775000
"Rhodium (metal fume and insoluble compounds, as Rh)*",7440-16-6 (metal),VI9069000 (metal)
"Rhodium (soluble compounds, as Rh)*",,
Rice starch,9005-25-8,GM5090000
Road asphalt,8052-42-4,CI9900000
Rock candy,57-50-1,WN6500000
Rock wool,,PY8070000
Ronnel*,299-84-3,TG0525000
Roofing asphalt,8052-42-4,CI9900000
Roscoelite,12001-26-2,VV8760000
"Rosin core solder, pyrolysis products (as formaldehyde)*",,
Rosin core soldering flux pyrolysis products,,
Rosin flux pyrolysis products,,
Ro-Sulfiram®,97-77-8,JO1225000
Rotenone*,83-79-4,DJ2800000
Rouge*,1309-37-1,NO7400000
Rubber solvent,8002-05-9,SE7449000
Rubbing alcohol,67-63-0,NT8050000
Ruelene®,299-86-5,TB3850000
Rutile,13463-67-7,XR2275000
α-Starch,9005-25-8,GM5090000
Saccarose,57-50-1,WN6500000
Sal ammoniac fume,12125-02-9,BP4550000
Saturated MDI,5124-30-1,NQ9250000
Secondary isoamyl alcohol,6032-29-7,SA4900000
sec-Propylamine,75-31-0,NT8400000
Seekay wax [Tetrachloronaphthalene],1335-88-2,QK3700000
Seekay wax [Trichloronalhthalene],1321-65-9,QK4025000
Selenium*,7782-49-2,VS7700000
Selenium alloy,7782-49-2,VS7700000
Selenium dihydride,7783-07-5,MX1050000
Selenium fluoride,7783-79-1,VS9450000
Selenium hexafluoride*,7783-79-1,VS9450000
Selenium hydride,7783-07-5,MX1050000
Sesone,136-78-7,KK4900000
Sevin®,63-25-2,FC5950000
Sewer gas,7783-06-4,MX1225000
SFA,62-74-8,AH9100000
Silane,7803-62-5,VV1400000
Silica gel,7631-86-9,VV7310000
"Silica, amorphous*",7631-86-9,VV7310000
"Silica, crystalline (as respirable dust)*",14808-60-7,VV7330000
Silicane,7803-62-5,VV1400000
Silicon*,7440-21-3,VW0400000
Silicon carbide*,409-21-2,VW0450000
Silicon dioxide (amorphous),7631-86-9,VV7310000
Silicon monocarbide,409-21-2,VW0450000
Silicon tetrahydride*,7803-62-5,VV1400000
"Silver (metal dust and soluble compounds, as Ag)*",7440-22-4 (metal),VW3500000 (metal)
Silver graphite,7782-42-5,MD9659600
Silver metal,7440-22-4 (metal),VW3500000 (metal)
Silver nitrate,7440-22-4 (metal),VW3500000 (metal)
Slag wool,,PY8070000
Slaked lime,1305-62-0,EW2800000
Soapstone (containing less than 1% quartz)*,,VV8780000
Soapstone silicate,,VV8780000
Soda lye,1310-73-2,WB4900000
Sodium acid bisulfite,7631-90-5,VZ2000000
Sodium aluminum fluoride (as F)*,15096-52-3,WA9625000
Sodium azide*,26628-22-8,VY8050000
Sodium bisulfite*,7631-90-5,VZ2000000
Sodium bisulphite,7631-90-5,VZ2000000
Sodium borate (anhydrous),1330-43-4,ED4588000
Sodium borate decahydrate,1303-96-4,VZ2275000
Sodium borate pentahydrate,12179-04-3,VZ2540000
Sodium cyanide (as CN)*,143-33-9,VZ7525000
Sodium fluoride (as F)*,7681-49-4,WB0350000
Sodium fluoroacetate*,62-74-8,AH9100000
Sodium hexafluoroaluminate,15096-52-3,WA9625000
Sodium hydrate,1310-73-2,WB4900000
Sodium hydrogen sulfite,7631-90-5,VZ2000000
Sodium hydroxide*,1310-73-2,WB4900000
Sodium metabisulfite*,7681-57-4,UX8225000
Sodium metabisulphite,7681-57-4,UX8225000
Sodium monofluoride,7681-49-4,WB0350000
Sodium monofluoroacetate,62-74-8,AH9100000
Sodium pyrophosphate,7722-88-5,UX7350000
Sodium pyrosulfite,7681-57-4,UX8225000
Sodium salt of hydrazoic acid,26628-22-8,VY8050000
Sodium salt of hydrocyanic acid,143-33-9,VZ7525000
Sodium tetraborate,1330-43-4,ED4588000
Sodium tetraborate decahydrate,1303-96-4,VZ2275000
Sodium tetraborate pentahydrate,12179-04-3,VZ2540000
Soft wood dust,,ZC9850000
Solvent ether,60-29-7,KI5775000
Sorghum gum,9005-25-8,GM5090000
Spectracide®,333-41-5,TF3325000
Spirits of turpentine,8006-64-2,YO8400000
Spotting naphtha,8052-41-3,WJ8925000
Stannic dioxide,18282-10-5,XQ4000000
Stannic oxide,18282-10-5,XQ4000000
Stannous oxide,21651-19-4,XQ3700000
Starch*,9005-25-8,GM5090000
Starch gum,9005-25-8,GM5090000
Steam distilled turpentine,8006-64-2,YO8400000
Stearyl mercaptan,2885-00-9,
Steatite,,VV8780000
Steatite talc,14807-96-6,WW2710000
Stibine*,7803-52-3,WJ0700000
Stibium,7440-36-0,CC4025000
Stoddard solvent*,8052-41-3,WJ8925000
Stove black,7782-42-5,MD9659600
Strychnine*,57-24-9,WL2275000
Strynchnos,57-24-9,WL2275000
Styrene*,100-42-5,WL3675000
Styrene monomer,100-42-5,WL3675000
Styrol,100-42-5,WL3675000
Subtilisin BPN,1395-21-7 (BPN)9014-01-1 (Carlsburg),"CO9450000 (BPN),CO9550000 (Carlsburg)"
Subtilisin Carlsburg,1395-21-7 (BPN)9014-01-1 (Carlsburg),"CO9450000 (BPN),CO9550000 (Carlsburg)"
Subtilisins*,1395-21-7 (BPN)9014-01-1 (Carlsburg),"CO9450000 (BPN),CO9550000 (Carlsburg)"
Succinic dinitrile,110-61-2,WN3850000
Succinonitrile*,110-61-2,WN3850000
Sucrose*,57-50-1,WN6500000
Sugar,57-50-1,WN6500000
Sulfamate,7773-06-0,WO6125000
Sulfate wood turpentine,8006-64-2,YO8400000
Sulfinyl chloride,7719-09-7,XM5150000
Sulfotep,3689-24-5,XN4375000
Sulfur chloride,10025-67-9,WS4300000
Sulfur chloride oxide,7719-09-7,XM5150000
Sulfur decafluoride,5714-22-7,WS4480000
Sulfur difluoride dioxide,2699-79-8,WT5075000
Sulfur dioxide*,7446-09-5,WS4550000
Sulfur fluoride,2551-62-4,WS4900000
Sulfur hexafluoride*,2551-62-4,WS4900000
Sulfur monochloride*,10025-67-9,WS4300000
Sulfur oxide,7446-09-5,WS4550000
Sulfur pentafluoride*,5714-22-7,WS4480000
Sulfur phosphide,1314-80-3,TH4375000
Sulfur subchloride,10025-67-9,WS4300000
Sulfur tetrafluoride*,7783-60-0,WT4800000
Sulfuretted hydrogen,7783-06-4,MX1225000
Sulfuric acid*,7664-93-9,WS5600000
Sulfuric acid (aqueous),7664-93-9,WS5600000
Sulfurous acid anhydride,7446-09-5,WS4550000
Sulfurous dichloride,7719-09-7,XM5150000
Sulfurous oxide,7446-09-5,WS4550000
Sulfurous oxychloride,7719-09-7,XM5150000
Sulfuryl fluoride*,2699-79-8,WT5075000
Sulprofos*,35400-43-2,TE4165000
Symmetrical tetrabromoethane,79-27-6,KI8225000
Symmetrical tetrachloroethane,79-34-5,KI8575000
Symmetrical trimethylbenzene,108-67-8,OX6825000
Synthetic camphor,76-22-2,EX1225000
Synthetic vitreous fibers,,PY8070000
Systox®,8065-48-3,TF3150000
β-Trichloroethane,79-00-5,KJ3150000
"1,1,1,2-Tetrachloro-2,2-difluoroethane*",76-11-9,KI1425000
"1,1,1,2-Tetrachloroethane*",630-20-6,KI8450000
"1,1,1-Trichloro-2,2-bis(p-chlorophenyl)ethane",50-29-3,KJ3325000
"1,1,1-Trichloro-2,2-bis-(p-methoxyphenyl)ethane",72-43-5,KJ3675000
"1,1,1-Trichloroethane",71-55-6,KJ2975000
"1,1,1-Trichloroethane (stabilized)",71-55-6,KJ2975000
"1,1,1-Trifluoro-2-bromo-2-chloroethane",151-67-7,KH6550000
"1,1,2,2-Tetrabromoethane",79-27-6,KI8225000
"1,1,2,2-Tetrachloro-1,2-difluoroethane*",76-12-0,KI1420000
"1,1,2,2-Tetrachloroethane*",79-34-5,KI8575000
"1,1,2-Trichloro-1,2,2-trifluoroethane*",76-13-1,KJ4000000
"1,1,2-Trichloroethane*",79-00-5,KJ3150000
"1,1'-Thiobis(2-methyl-4-hydroxy-5-tert-butylbenzene)",96-69-5,GP3150000
"1,2,12,12a-Tetrahydro-8,9-dimethoxy-2-(1-methyl-ethenyl)-[1]benzopyrano [3,4-b]furo[2,3-h][1] benzopyran-6(6aH)-one",83-79-4,DJ2800000
"1,2,3-Trichloropropane*",96-18-4,TZ9275000
"1,2,3-Trimethylbenzene*",526-73-8,DC3300000
"1,2,4-Trichlorobenzene*",120-82-1,DC2100000
"1,2,4-Trichlorobenzol",120-82-1,DC2100000
"1,2,4-Trimethylbenzene*",95-63-6,DC3325000
"1,2-Terphenyl",84-15-1,WZ6472000
"1,3,5-Trimethylbenzene*",108-67-8,OX6825000
"1,3,5-Trinitro-1,3,5-triazacyclohexane",121-82-4,XY9450000
"1,3-Terphenyl",92-06-8,WZ6470000
"1,4-Terphenyl",92-94-4,WZ6475000
"2,2,2,6-Tetrachloro-2-picoline",1929-82-4,US7525000
"2,2,2-Trifluoro-1-bromo-1-chloroethane",151-67-7,KH6550000
"2,2,2-Trifluoroethoxyethene",406-90-6,KO4250000
"2,2,2-Trifluoroethyl vinyl ether",406-90-6,KO4250000
"2,3,7,8-TCDD",1746-01-6,HP3500000
"2,3,7,8-Tetrachloro-dibenzo-p-dioxin*",1746-01-6,HP3500000
"2,4,5-T*",93-76-5,AJ8400000
"2,4,5-Trichlorophenoxyacetic acid",93-76-5,AJ8400000
"2,4,6-Tetryl",479-45-8,BY6300000
"2,4,6-Trinitrophenol",88-89-1,TJ7875000
"2,4,6-Trinitrophenyl-N-methylnitramine",479-45-8,BY6300000
"2,4,6-Trinitrotoluene*",118-96-7,XU0175000
"2,4-TDI",584-84-9,CZ6300000
"2,4-Toluene diisocyanate",584-84-9,CZ6300000
2-Thioglycolic acid,68-11-1,AI5950000
"3,3'-Tolidine",119-93-7,DD1225000
"3,5,5-Trimethyl-2-cyclo-hexen-1-one",78-59-1,GW7700000
"3,5,5-Trimethyl-2-cyclohexenone",78-59-1,GW7700000
"3a,4,7,7a-Tetrahydro-4,7-methanoindene",77-73-6,PC1050000
3-Toluidine,108-44-1,XU2800000
"4,4'-Thiobis(3-methyl-6-tert-butylphenol)",96-69-5,GP3150000
"4,4'-Thiobis(6-tert-butyl-m-cresol)*",96-69-5,GP3150000
4-Toluidine,106-49-0,XU3150000
meta-Terphenyl,92-06-8,WZ6470000
meta-Toluidine,108-44-1,XU2800000
m-Terphenyl*,92-06-8,WZ6470000
m-Toluidine*,108-44-1,XU2800000
m-Tolylamine,108-44-1,XU2800000
m-Triphenyl,92-06-8,WZ6470000
"N-((1,1,2,2-Tetrachloroethyl)thio)-4-cyclohexene-1,2-dicarboximide",2425-06-1,GW4900000
"N-Trichloromethylmercapto-4-cyclohexene-1,2-dicarboximide",133-06-2,GW5075000
"O,O,O',O'-Tetraethyl S,S'-methylene di(phosphorodithioate)",563-12-2,TE4550000
"O,O,O'O'-Tetramethyl O,O'-thiodi-p-phenylene phosphorothioate",3383-96-8,TF6890000
ortho-Terphenyl,84-15-1,WZ6472000
ortho-Toluidine,95-53-4,XU2975000
o-Terphenyl*,84-15-1,WZ6472000
o-Tolidine*,119-93-7,DD1225000
o-Toluidine*,95-53-4,XU2975000
o-Tolyl chloride,95-49-8,XS9000000
o-Tolylamine,95-53-4,XU2975000
o-Triphenyl,84-15-1,WZ6472000
para-Terphenyl,92-94-4,WZ6475000
para-Toluidine,106-49-0,XU3150000
p-Terphenyl*,92-94-4,WZ6475000
p-Toluidine*,106-49-0,XU3150000
p-Tolylamine,106-49-0,XU3150000
p-Triphenyl,92-94-4,WZ6475000
sym-Trimethylbenzene,108-67-8,OX6825000
sym-Trinitrotoluene,118-96-7,XU0175000
Table sugar,57-50-1,WN6500000
Talc (containing no asbestos and less than 1% quartz)*,14807-96-6,WW2710000
"Tantalum (metal and oxide dust, as Ta)*",7440-25-7 (metal),WW5505000 (metal)
Tantalum metal,7440-25-7 (metal),WW5505000 (metal)
Tantalum-181,7440-25-7 (metal),WW5505000 (metal)
Tapioca starch,9005-25-8,GM5090000
Tar camphor,91-20-3,QJ0525000
TBE,79-27-6,KI8225000
TBP,126-73-8,TC7700000
TCA,76-03-9,AJ7875000
TCDBD,1746-01-6,HP3500000
TCDD,1746-01-6,HP3500000
TCE,79-01-6,KX4550000
TCHH,13121-70-5,WH8750000
TCP,78-30-8,TD0350000
TDA,"25376-45-895-80-7 (2,4-TDA)","XS9445000,XS9625000 (2,4-TDA)"
TDI,584-84-9,CZ6300000
TEA,121-44-8,YE0175000
Tear gas,532-27-4,AM6300000
TEDP*,3689-24-5,XN4375000
TEL,78-00-2,TP4550000
Tellurium*,13494-80-9,WY2625000
Tellurium fluoride,7783-80-4,WY2800000
Tellurium hexafluoride*,7783-80-4,WY2800000
Tellurobismuthite,1304-82-1,EB3110000
Telone®,542-75-6,UC8310000
Temefos,3383-96-8,TF6890000
Temephos*,3383-96-8,TF6890000
TEPP*,107-49-3,UX6825000
Terracur P®,115-90-2,TF3850000
Tetan,509-14-8,PB4025000
TETD,97-77-8,JO1225000
Tetrabromoacetylene,79-27-6,KI8225000
Tetrabromoethane,79-27-6,KI8225000
Tetrabromomethane,558-13-4,FG4725000
Tetracarbonyl nickel,13463-39-3,QR6300000
Tetracarbonylhydridocobalt,16842-03-8,GG0900000
Tetracarbonylhydrocobalt,16842-03-8,GG0900000
Tetrachlorethylene,127-18-4,KX3850000
Tetrachloroethylene*,127-18-4,KX3850000
Tetrachloromethane,56-23-5,FG4900000
Tetrachloronaphthalene*,1335-88-2,QK3700000
Tetraethoxysilane,78-10-4,VV9450000
Tetraethyl dithionopyrophosphate,3689-24-5,XN4375000
Tetraethyl dithiopyrophosphate,3689-24-5,XN4375000
Tetraethyl lead (as Pb)*,78-00-2,TP4550000
Tetraethyl orthosilicate,78-10-4,VV9450000
Tetraethyl pyrophosphate,107-49-3,UX6825000
Tetraethyl silicate,78-10-4,VV9450000
Tetraethylplumbane,78-00-2,TP4550000
Tetraethylthiuram disulfide,97-77-8,JO1225000
Tetrafluorosulfurane,7783-60-0,WT4800000
"Tetrahydro-1,4-oxazine",110-91-8,QD6475000
Tetrahydrobenzene,110-83-8,GW2500000
Tetrahydrofuran*,109-99-9,LU5950000
Tetrahydro-p-oxazine,110-91-8,QD6475000
Tetrahydroxymethylolmethane,115-77-5,RZ2490000
Tetramethoxysilane,681-84-5,VV9800000
Tetramethyl ester of silicic acid,681-84-5,VV9800000
Tetramethyl lead (as Pb)*,75-74-1,TP4725000
Tetramethyl silicate,681-84-5,VV9800000
Tetramethyl succinodinitrile,3333-52-6,WN4025000
Tetramethyl succinonitrile*,3333-52-6,WN4025000
Tetramethylene cyanide,111-69-3,AV2625000
Tetramethylene oxide,109-99-9,LU5950000
Tetramethylolmethane,115-77-5,RZ2490000
Tetramethylplumbane,75-74-1,TP4725000
Tetramethylthiuram disulfide,137-26-8,JO1400000
Tetranitromethane*,509-14-8,PB4025000
Tetrasodium diphosphate,7722-88-5,UX7350000
Tetrasodium pyrophosphate*,7722-88-5,UX7350000
Tetrasodium pyrophosphate (anhydrous),7722-88-5,UX7350000
Tetron®,107-49-3,UX6825000
Tetryl*,479-45-8,BY6300000
"Thallium (soluble compounds, as Tl)*",,
Thermal black,1333-86-4,FF5800000
THF,109-99-9,LU5950000
Thimet,298-02-2,TD9450000
Thiodan®,115-29-7,RB9275000
Thiodemeton,298-04-4,TD9275000
Thiodiphenylamine,92-84-2,SN5075000
Thioglycolic acid*,68-11-1,AI5950000
Thionyl chloride*,7719-09-7,XM5150000
Thionyl dichloride,7719-09-7,XM5150000
Thiophenol,108-98-5,DC0525000
Thiosulfurous dichloride,10025-67-9,WS4300000
Thiotepp®,3689-24-5,XN4375000
Thiovanic acid,68-11-1,AI5950000
Thiram*,137-26-8,JO1400000
Timet,298-02-2,TD9450000
Tin*,7440-31-5,XP7320000
"Tin (organic compounds, as Sn)*",,
Tin flake,7440-31-5,XP7320000
Tin metal,7440-31-5,XP7320000
Tin powder,7440-31-5,XP7320000
Tin protoxide,21651-19-4,XQ3700000
Tin(II) oxide (as Sn)*,21651-19-4,XQ3700000
Tin(IV) oxide (as Sn)*,18282-10-5,XQ4000000
Titanium dioxide*,13463-67-7,XR2275000
Titanium oxide,13463-67-7,XR2275000
Titanium peroxide,13463-67-7,XR2275000
TMA [Trimellitic anhydride],552-30-7,DC2050000
TMA [Trimethylamine],75-50-3,PA0350000
TMAN,552-30-7,DC2050000
TML,75-74-1,TP4725000
TMSN,3333-52-6,WN4025000
TNM,509-14-8,PB4025000
TNT,118-96-7,XU0175000
TOCP,78-30-8,TD0350000
Toluene*,108-88-3,XS5250000
"Toluene-2,4-diisocyanate*",584-84-9,CZ6300000
Toluenediamine*,"25376-45-895-80-7 (2,4-TDA)","XS9445000,XS9625000 (2,4-TDA)"
Toluenediamine isomers,"25376-45-895-80-7 (2,4-TDA)","XS9445000,XS9625000 (2,4-TDA)"
Toluol,108-88-3,XS5250000
Tolyethylene,25013-15-4 (inhibited),WL5075000
Tolylenediamine,"25376-45-895-80-7 (2,4-TDA)","XS9445000,XS9625000 (2,4-TDA)"
Tordonæ,1918-02-1,TJ7525000
Toxaphene,8001-35-2,XW5250000
Toxilic anhydride,108-31-6,ON3675000
TPP,115-86-6,TC8400000
Tremolite,1332-21-4,CI6475000
Tremolite asbestos,1332-21-4,CI6475000
Triatomic oxygen,10028-15-6,RS8225000
Tribromoborane,10294-33-4,ED7400000
Tribromomethane,75-25-2,PB5600000
Tributyl ester of phosphoric acid,126-73-8,TC7700000
Tributyl phosphate*,126-73-8,TC7700000
Tricalcium arsenate,7778-44-1,CG0830000
Tricalcium ortho-arsenate,7778-44-1,CG0830000
Trichloroacetic acid*,76-03-9,AJ7875000
Trichloroethanoic acid,76-03-9,AJ7875000
Trichloroethene,79-01-6,KX4550000
Trichloroethylene*,79-01-6,KX4550000
Trichlorofluoromethane,75-69-4,PB6125000
Trichlorohydrin,96-18-4,TZ9275000
Trichloromethane,67-66-3,FS9100000
Trichloromethane sulfenyl chloride,594-42-3,PB0370000
Trichloromethyl sulfur chloride,594-42-3,PB0370000
Trichloromonofluoromethane,75-69-4,PB6125000
Trichloronaphthalene*,1321-65-9,QK4025000
Trichloronitromethane,76-06-2,PB6300000
Tricyclohexylhydroxystannane,13121-70-5,WH8750000
Tricyclohexylhydroxytin,13121-70-5,WH8750000
Tricyclohexylstannium hydroxide,13121-70-5,WH8750000
Tricyclohexyltin hydroxide,13121-70-5,WH8750000
Tridymite,14808-60-7,VV7330000
Triethylamine*,121-44-8,YE0175000
Trifluoramine,7783-54-2,QX1925000
Trifluorammonia,7783-54-2,QX1925000
Trifluoroborane,7637-07-2,ED2275000
Trifluorobromomethane*,75-63-8,PA5425000
Trifluoromonobromomethane,75-63-8,PA5425000
Trihydroxypropane,56-81-5,MA8050000
Triiodomethane,75-47-8,PB7000000
Trilene,79-01-6,KX4550000
Trimanganese tetraoxide,1317-35-7,OP0895000
Trimanganese tetroxide,1317-35-7,OP0895000
Trimellic acid anhydride,552-30-7,DC2050000
Trimellitic anhydride*,552-30-7,DC2050000
Trimethoxyphosphine,121-45-9,TH1400000
Trimethyl carbinol,75-65-0,EO1925000
Trimethyl ester of phosphorous acid,121-45-9,TH1400000
Trimethyl phosphite*,121-45-9,TH1400000
Trimethylamine*,75-50-3,PA0350000
Trimethylenetrinitramine,121-82-4,XY9450000
Tri-n-butyl phosphate,126-73-8,TC7700000
Trinitroglycerine,55-63-0,QX2100000
Trinitrotoluene,118-96-7,XU0175000
Trinitrotoluol,118-96-7,XU0175000
Tri-o-cresyl ester of phosphoric acid,78-30-8,TD0350000
Tri-o-cresyl phosphate,78-30-8,TD0350000
Triorthocresyl phosphate*,78-30-8,TD0350000
Trioxychlorofluoride,7616-94-6,SD1925000
Triphenyl ester of phosphoric acid,115-86-6,TC8400000
Triphenyl phosphate*,115-86-6,TC8400000
Triphenylamine*,603-34-9,YK2680000
Tripoli,14808-60-7,VV7330000
Tris(dimethylamino)phosphine oxide,680-31-9,TD0875000
TSPP,7722-88-5,UX7350000
TTE,76-13-1,KJ4000000
Tungsten*,7440-33-7,YO7175000
"Tungsten (soluble compounds, as W)*",,
Tungsten carbide (cemented)*,1: 11107-01-02: 12718-69-33: 37329-49-0,"1: YO7350000,2: YO7525000,3: YO7700000"
Tungsten metal,7440-33-7,YO7175000
Turpentine*,8006-64-2,YO8400000
Turps,8006-64-2,YO8400000
unsym-Trichlorobenzene,120-82-1,DC2100000
1-Undecanethiol*,5332-52-5,
UDMH,57-14-7,MV2450000
Undecyl mercaptan,5332-52-5,
Unslaked lime,1305-78-8,EW3100000
Unsymmetrical dimethylhydrazine,57-14-7,MV2450000
"Uranium (insoluble compounds, as U)*",7440-61-1 (metal),YR3490000 (metal)
"Uranium (soluble compounds, as U)*",,
Uranium I,7440-61-1 (metal),YR3490000 (metal)
Uranium metal,7440-61-1 (metal),YR3490000 (metal)
4-Vinyl-1-cyclohexene dioxide,106-87-6,RN8640000
4-Vinylcyclohexene diepoxide,106-87-6,RN8640000
n-Valeraldehyde*,110-62-3,YV3600000
VAC,108-05-4,AK0875000
Valeral,110-62-3,YV3600000
Valeraldehyde,110-62-3,YV3600000
Valeric aldehyde,110-62-3,YV3600000
Valerone,108-83-8,MJ5775000
Vanadic anhydride dust,1314-62-1,YW2450000
Vanadic anhydride fume,1314-62-1,YW2460000
Vanadium dust*,1314-62-1,YW2450000
Vanadium fume*,1314-62-1,YW2460000
Vanadium oxide dust,1314-62-1,YW2450000
Vanadium oxide fume,1314-62-1,YW2460000
Vanadium pentaoxide dust,1314-62-1,YW2450000
